gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,GENENAME,COMMON,DESCRIPTION,SGD,UNIPROT,GO,ONTOLOGY,PATH,PFAM,INTERPRO
YER114C,127.97171343911948,-0.8956907898956454,0.2100243540449316,-4.264699653374606,2.0017128329946216e-5,1.0000645997121073e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YMR164C,64.91100833679343,-1.1304746666551344,0.26517660553031425,-4.263101054462746,2.0160928623427893e-5,1.0064526818730999e-4,MSS11,MSS11,"Transcription factor; involved in regulation of invasive growth and starch degradation; controls the activation of FLO11 and STA2 in response to nutritional signals; forms a heterodimer with Flo8p that interacts with the Swi/Snf complex during transcriptional activation of FLO1, FLO11, and STA1",S000004774,C7GU58,GO:0003674;GO:0005634;GO:0005737;GO:0045944;GO:1900735;GO:2000219;GO:2000222;GO:2000883,BP;CC;MF,,PF08513,IPR006594
YDL004W,697.4148988990746,-0.8088354254818064,0.1898620270232958,-4.260122143237012,2.0431521858093317e-5,1.0191552964759818e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YER105C,230.1406478397283,-1.0632486180453515,0.2496023632380028,-4.259769836519995,2.0463751811430758e-5,1.0199573219351636e-4,NUP157,NUP157,"Subunit of the inner ring of the nuclear pore complex (NPC); contributes to NPC assembly and tethering of DNA to the nuclear periphery; both Nup170p and NUP157p are similar to human Nup155p; NUP157 has a paralog, NUP170, that arose from the whole genome duplication",S000000907,A6ZR61,GO:0000972;GO:0000973;GO:0003677;GO:0003723;GO:0005643;GO:0006405;GO:0006606;GO:0006913;GO:0015031;GO:0017056;GO:0031965;GO:0036228;GO:0044611;GO:0051028;GO:0051292,BP;CC;MF,,PF03177;PF08801,IPR004870;IPR007187;IPR014908
YJR126C,174.7467781234042,-0.9243798607258744,0.21708494125241803,-4.258148240927689,2.0612724893803178e-5,1.0265722216432734e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YGR155W,258.27932441159766,-0.8414389263110637,0.1976544608910784,-4.2571208487662515,2.070764330654507e-5,1.0304867413777157e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YDR211W,163.5201137195033,-0.8715846398682348,0.20476849031126992,-4.256439252657151,2.0770843876835058e-5,1.0328179455292393e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YOR209C,109.66499699754272,-1.0988001898905544,0.25829220454953034,-4.254097377065236,2.0989395236413783e-5,1.0428641299602915e-4,NPT1,NPT1,Nicotinate phosphoribosyltransferase; acts in the salvage pathway of NAD+ biosynthesis; required for silencing at rDNA and telomeres and has a role in silencing at mating-type loci; localized to the nucleus,S000005735,A0A0L8VH28,GO:0000183;GO:0000781;GO:0004516;GO:0005634;GO:0005737;GO:0005829;GO:0009435;GO:0016740;GO:0016874;GO:0019358;GO:0019363;GO:0031509;GO:0034355,BP;CC;MF,00760;01100,PF04095;PF17767,IPR002638;IPR006406;IPR007229
YCR011C,380.73665353556277,-0.6378843908428306,0.15000479609753362,-4.252426638599449,2.1146650137593338e-5,1.0498513806517449e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YGL149W,54.29808640064001,1.5908861403020504,0.3742648414105975,4.250696203004345,2.131070604101773e-5,1.0571650325925135e-4,NA,NA,Putative protein of unknown function; conserved among S. cerevisiae strains; YGL149W is not an essential gene,S000003117,A0A1S0T080,GO:0003674;GO:0005575;GO:0008150;GO:0016020,BP;CC;MF,,,
YLL023C,121.91240884982312,1.0265734139918166,0.24157572764091254,4.249489069190572,2.142586637136773e-5,1.0620435332432276e-4,POM33,POM33,"Transmembrane nucleoporin; involved in nuclear pore complex (NPC) distribution, assembly or stabilization; highly conserved across species, orthologous to human TMEM33 and paralogous to Per33p; protein abundance increases in response to DNA replication stress",S000003946,A7A0N4,GO:0003674;GO:0005635;GO:0005640;GO:0005643;GO:0005783;GO:0005789;GO:0006999;GO:0015031;GO:0016020;GO:0051028;GO:0051664;GO:0061024;GO:0071786,BP;CC;MF,,PF03661,IPR005344
YLR108C,71.60653542597456,-1.259370306116116,0.29657221153480573,-4.2464204572595845,2.1721284393460385e-5,1.0758424387819792e-4,NA,NA,"Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; YLR108C is not an esssential gene; protein abundance increases in response to DNA replication stress; YLR108C has a paralog, MRX16/YDR132C, that arose from the whole genome duplication",S000004098,B5VN46,GO:0003674;GO:0005634;GO:0008150,BP;CC;MF,,,IPR000210;IPR011333
YBL014C,61.70244379411996,-1.2006431151393941,0.2828597160552566,-4.244659267440007,2.189258272386939e-5,1.0834769584736302e-4,RRN6,RRN6,"Component of the core factor (CF) rDNA transcription factor complex; CF is required for transcription of 35S rRNA genes by RNA polymerase I and is composed of Rrn6p, Rrn7p, and Rrn11p",S000000110,D6VPY6,GO:0001163;GO:0001179;GO:0005730;GO:0005737;GO:0006361;GO:0042790;GO:0070860,BP;CC;MF,,PF10214;PF20639;PF20640,IPR016531;IPR019350
YEL055C,133.8804410617908,-0.9872922702911365,0.23266473009071914,-4.24341183945748,2.2014688200819838e-5,1.088666844073432e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YOR226C,47.54426563708966,-1.2659678376011274,0.29840210033406106,-4.24248970159351,2.2105368819442983e-5,1.0922958066884384e-4,ISU2,ISU2,"Mitochondrial protein required for iron-sulfur protein synthesis; performs scaffolding function during Fe/S cluster assembly; involved in Fe-S cluster assembly for both mitochondrial and cytosolic proteins; protein abundance increases under DNA replication stress; ISU2 has a paralog, ISU1, that arose from the whole genome duplication; isu1 isu2 double mutant is inviable; human homolog ISCU implicated in mitochondrial myopathy, can complement isu1 isu2 double mutant",S000005752,A0A0L8VH26,GO:0002098;GO:0003674;GO:0005506;GO:0005737;GO:0005759;GO:0006879;GO:0008198;GO:0016226;GO:0046872;GO:0051536;GO:0051537,BP;CC;MF,,PF01592,IPR002871;IPR011339
YDR104C,98.30879429486829,-0.9755840822918345,0.2300525888417003,-4.240700299022221,2.228234925695927e-5,1.1001801060023285e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YMR083W,463.7614891316078,-0.742261844402211,0.17512832187829191,-4.238388379682283,2.251300653072507e-5,1.1107002831369439e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YGR164W,14.730360194360337,2.1721544536502395,0.5126645505410705,4.236989765252404,2.2653645809201572e-05,1.1167663800554873e-4,NA,NA,Putative protein of unknown function; conserved across S. cerevisiae strains,S000003396,A0A1S0T084,GO:0003674;GO:0005575;GO:0008150,BP;CC;MF,,,
YDL018C,34.45142105225624,-1.61178806754138,0.3807291050117852,-4.233424884844274,2.3015907965289863e-5,1.1337399282434127e-4,ERP3,ERP3,Protein with similarity to Emp24p and Erv25p; member of the p24 family involved in ER to Golgi transport,S000002176,C7GW61,GO:0003674;GO:0005783;GO:0005789;GO:0005793;GO:0005794;GO:0006621;GO:0006886;GO:0006888;GO:0007030;GO:0015031;GO:0016020;GO:0016192;GO:0030134,BP;CC;MF,,PF01105,IPR009038;IPR015720
YLR044C,1328.3542094430684,0.8844492938285244,0.209049388596561,4.2308150230250146,2.328460960812361e-5,1.1460819148503553e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YJL067W,66.83281295143527,1.8230588475474692,0.43094590161254764,4.230365901440999,2.3331149502033634e-5,1.1474782640602992e-4,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data",S000003603,NA,,,,,
YLR118C,72.09562353991915,-1.117280607508868,0.26433729167198305,-4.226723367111232,2.3711888219628186e-5,1.1652962965521556e-4,TML25,TML25,Acyl-protein thioesterase responsible for depalmitoylation of Gpa1p; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and nucleus and is induced in response to the DNA-damaging agent MMS,S000004108,A0A0L8VKZ4,GO:0005634;GO:0005737;GO:0006629;GO:0006631;GO:0008474;GO:0016787;GO:0035601;GO:0052689;GO:0098734,BP;CC;MF,,,IPR003140;IPR029058
YBR083W,37.46804756999333,1.3378822646749708,0.317084414130672,4.219325217680435,2.450345987004268e-5,1.2032608793104161e-4,TEC1,TEC1,"Transcription factor targeting filamentation genes and Ty1 expression; Ste12p activation of most filamentation gene promoters depends on Tec1p and Tec1p transcriptional activity is dependent on its association with Ste12p; binds to TCS elements upstream of filamentation genes, which are regulated by Tec1p/Ste12p/Dig1p complex; competes with Dig2p for binding to Ste12p/Dig1p; positive regulator of chronological life span; TEA/ATTS DNA-binding domain family member",S000000287,A6ZL29,GO:0000978;GO:0000981;GO:0001228;GO:0001403;GO:0003677;GO:0003700;GO:0005634;GO:0005667;GO:0006355;GO:0006357;GO:0007124;GO:0033554;GO:0043565;GO:0045944;GO:1990527;GO:2000222,BP;CC;MF,04011,PF01285,IPR000818
YBL011W,112.63511089534182,1.3327673588111864,0.31618280203192056,4.215179795505245,2.4957927416783308e-5,1.2246255760449618e-4,SCT1,SCT1,Glycerol 3-phosphate/dihydroxyacetone phosphate sn-1 acyltransferase; dual substrate-specific acyltransferase of the glycerolipid biosynthesis pathway; prefers 16-carbon fatty acids; similar to Gpt2p; gene is constitutively transcribed,S000000107,D6VPY8,GO:0004366;GO:0005783;GO:0005789;GO:0005829;GO:0006629;GO:0006644;GO:0006654;GO:0008654;GO:0016024;GO:0016287;GO:0016740;GO:0016746;GO:0019432,BP;CC;MF,00561;00564;01100,PF01553,IPR002123
YIL160C,48.40650283018264,1.3372123068047839,0.31756327195739925,4.2108531586869695,2.544080775475061e-5,1.2473501628202649e-4,POT1,POT1,3-ketoacyl-CoA thiolase with broad chain length specificity; cleaves 3-ketoacyl-CoA into acyl-CoA and acetyl-CoA during beta-oxidation of fatty acids,S000001422,A0A0L8VNN4,GO:0003729;GO:0003988;GO:0005737;GO:0005758;GO:0005777;GO:0005782;GO:0005829;GO:0006629;GO:0006631;GO:0006635;GO:0010124;GO:0016740;GO:0016746;GO:0016747;GO:0019395,BP;CC;MF,00071;00280;00592;01100;01110,PF00108;PF02803,IPR002155;IPR016039;IPR020610;IPR020613;IPR020615;IPR020616;IPR020617
YPR073C,43.65236639563327,-1.4568637045688255,0.3460156197334634,-4.2103986683926315,2.5492044417096235e-5,1.2488926337778333e-4,LTP1,LTP1,Protein phosphotyrosine phosphatase of unknown cellular role; activated by adenine,S000006277,A0A0L8VG34,GO:0003993;GO:0004721;GO:0004725;GO:0005634;GO:0005737;GO:0006470;GO:0016787,BP;CC;MF,00740,PF01451,IPR017867;IPR023485
YNL243W,173.51490239248488,-0.9870860381517269,0.23463682722244797,-4.2068674804229165,2.5893487619769294e-5,1.267576545107311e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YDR238C,319.3316437122006,-0.7879585129361544,0.18733991111685103,-4.206036547357358,2.5988822369445036e-5,1.2712580423163857e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YBL099W,2617.6282019835216,0.8478919355167246,0.20174320554334857,4.202827714733313,2.636012178623631e-5,1.2884223613009467e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YJL146W,51.436066231617424,-1.273089786687582,0.30301035121885667,-4.2014729251544995,2.6518396619578206e-5,1.295156029796105e-4,IDS2,IDS2,Protein involved in modulation of Ime2p activity during meiosis; appears to act indirectly to promote Ime2p-mediated late meiotic functions; found in growing cells and degraded during sporulation,S000003682,A0A0L8VMV3,GO:0005634;GO:0005737;GO:0006457;GO:0016757;GO:0051087;GO:0051321,BP;CC;MF,,,IPR029044
YGR240C,993.3510100982847,-0.8923198790952421,0.2123976233204225,-4.201176383923518,2.6553160739864745e-5,1.2958517007128736e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YOR362C,265.95472659294774,0.6539960734474258,0.1558381239823106,4.196637233143681,2.7090733560473358e-5,1.3210655014238553e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YEL033W,374.9843883328638,-1.1844271003327593,0.2826793856236395,-4.190001678826735,2.789523906514888e-5,1.3592471812994998e-4,MTC7,MTC7,"Protein of unknown function; predicted metabolic role based on network analysis derived from ChIP experiments, a large-scale deletion study and localization of transcription factor binding sites; null mutant is sensitive to temperature oscillation in a cdc13-1 mutant",S000000759,D3DLL6,GO:0003674;GO:0005829;GO:0008150;GO:0016020,BP;CC;MF,,,
YBR152W,25.710029920109346,2.0100337945382822,0.4798474585055643,4.188901616356011,2.8030788235578233e-5,1.3647989800129264e-4,SPP381,SPP381,"mRNA splicing factor, component of U4/U6.U5 tri-snRNP; interacts genetically and physically with Prp38p; relocalizes to the cytosol in response to hypoxia; temperature-sensitive phenotype of prp38-1 mutant can be suppressed by human homolog of SPP381, MFAP1",S000000356,B3LN07,GO:0000349;GO:0000398;GO:0003674;GO:0003723;GO:0005634;GO:0005681;GO:0005829;GO:0006397;GO:0008380;GO:0046540;GO:1990904,BP;CC;MF,,,
YPR049C,174.60464184565038,-0.8483023982101376,0.2025325659057438,-4.1884740580679125,2.8083640564557403e-5,1.3663188764651772e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YGR100W,140.40000920148472,-0.9348086217532416,0.22321019405028109,-4.188019394592092,2.813994741922272e-5,1.368004372227802e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YPL179W,418.1132565358451,-0.9943173041774969,0.2376012705946494,-4.184814759992652,2.853987375863921e-5,1.3863792521985122e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YHL007C,131.0851968743151,-0.8696108719180301,0.20783093080757842,-4.184222572352163,2.8614365590413344e-5,1.3889294289274424e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YOR165W,149.5316724387334,-0.9309558270573152,0.2225170507400049,-4.183750521415412,2.8673877667246647e-5,1.3907491357040137e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YIL127C,51.14734041850181,1.622627576375864,0.38813530089615955,4.18057201349479,2.9077670353282273e-5,0.00014092516368455685,RRT14,RRT14,Protein of unknown function; identified in a screen for mutants with decreased levels of rDNA transcription; green fluorescent protein (GFP)-fusion protein localizes to the nucleolus; predicted to be involved in ribosome biogenesis,S000001389,B5VKI1,GO:0003674;GO:0005730;GO:0008150,BP;CC;MF,,PF17075,IPR031404
YLR285W,53.31661871801444,-1.3700280469074788,0.32794443343663054,-4.177622509248088,2.9457200988121202e-5,1.426550799386391e-4,NNT1,NNT1,S-adenosylmethionine-dependent methyltransferase; novel N-terminal protein methyltransferase that trimethylates the N-terminal glycine residue (G2) and also dimethylates lysine (K3) on elongation factor eEF1A (Tef1p/Tef2p); has a role in rDNA silencing and in lifespan determination,S000004275,A7A1G6,GO:0000183;GO:0005737;GO:0008168;GO:0008276;GO:0008757;GO:0016279;GO:0016740;GO:0032259;GO:0071885,BP;CC;MF,,PF10294,IPR019410;IPR025784;IPR029063
YDR272W,219.4420744069082,0.8568098087850147,0.20513460252120685,4.176817554202916,2.9561594466416302e-5,1.430509341420835e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YPL081W,113.62721688171402,-1.0703010289252126,0.256301765478435,-4.175940914520415,2.9675684596847262e-5,1.4349306908812437e-4,RPS9A,RPS9A,"Protein component of the small (40S) ribosomal subunit; splicing is repressed during vegetative growth but upregulated during meiosis; deletion impairs formation of outer spore wall layer; homologous to mammalian ribosomal protein S9 and bacterial S4; RPS9A has a paralog, RPS9B, that arose from the whole genome duplication",S000006002,A6ZWH0,GO:0000462;GO:0003723;GO:0003735;GO:0005730;GO:0005737;GO:0005840;GO:0006364;GO:0006412;GO:0015935;GO:0019843;GO:0022627;GO:0030476;GO:0030686;GO:0032040;GO:0042254;GO:0042274;GO:1990904,BP;CC;MF,03010,PF00163;PF01479,IPR001912;IPR002942;IPR005710;IPR018079;IPR022801
YGR099W,72.9301526170447,-1.1129439068895157,0.26654446543913607,-4.1754530714262765,2.9739355980569306e-5,1.4369092044169487e-4,TEL2,TEL2,"Subunit of the TTT complex and the telomere cap complex; subunit of the TTT Hsp90 cochaperone complex that is involved in chromatin remodeling and telomeric chromatin regulation, and  involved in chromatin remodeling and the telomere cap complex; DNA-binding protein specific to single-stranded yeast telomeric DNA repeats; required for telomere length regulation and telomere position effect; involved in the stability or biogenesis of PIKKs such as TORC1",S000003331,A6ZV81,GO:0000723;GO:0000781;GO:0003677;GO:0005634;GO:0005829;GO:0007004;GO:0034502;GO:0042162;GO:0051083;GO:0051879;GO:0110078,BP;CC;MF,,PF10193,IPR019337
YLR171W,33.592404781572625,-1.7240299176430973,0.41326513346287347,-4.171728457218081,3.0229775918416156e-5,1.459488034593257e-4,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data",S000004161,NA,,,,,
YNL158W,20.46070278002151,-1.8405526322358154,0.44187172770640665,-4.165355049505987,3.10868385835178e-5,1.4997202876616876e-4,PGA1,PGA1,Essential component of GPI-mannosyltransferase II; complex is responsible for second mannose addition to GPI precursors as a partner of Gpi18p; required for maturation of Gas1p and Pho8p; has synthetic genetic interactions with secretory pathway genes,S000005102,A0A0L8VIF2,GO:0000030;GO:0005635;GO:0005789;GO:0006506;GO:0016740;GO:0016757;GO:0031501,BP;CC;MF,,PF10333,IPR019433
YLR345W,181.8029135170443,0.8434010888375005,0.2025223691663843,4.164483618817415,3.1205802978217735e-5,1.504310273339275e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YLR134W,530.4361945642851,-0.903858064200665,0.21710088381965625,-4.163309003161367,3.136684170789906e-5,1.5107131151999515e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YNL257C,114.66781342527386,-0.8843860682107665,0.2124311211112482,-4.1631662234067,3.138647042188973e-5,1.5107131151999515e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YDR107C,47.17624476971079,-1.4134452650115374,0.3396101820773557,-4.161963744330804,3.15522454950979e-5,1.517535645860954e-4,TMN2,TMN2,"Protein with a role in cellular adhesion and filamentous growth; similar to Tmn3p; member of the evolutionarily conserved Transmembrane Nine family of proteins with nine membrane-spanning segments; TMN2 has a paralog, EMP70, that arose from the whole genome duplication",S000002514,A0A0L8VTL9,GO:0000329;GO:0001403;GO:0003674;GO:0005737;GO:0005768;GO:0005774;GO:0006811;GO:0006878;GO:0007034;GO:0007124;GO:0016020;GO:0072657,BP;CC;MF,,PF02990,IPR004240
YMR157C,122.52537998871641,-0.9639206280037039,0.23161514871071942,-4.16173395120892,3.1584019562941634e-5,1.5179077894975372e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YMR213W,75.10371210742947,1.6913026408794107,0.40675619015037007,4.158025573634585,3.210100939051571e-5,1.5415807931643094e-4,CEF1,CEF1,"Essential splicing factor; associated with Prp19p and the spliceosome, contains an N-terminal c-Myb DNA binding motif necessary for cell viability but not for Prp19p association, evolutionarily conserved and homologous to S. pombe Cdc5p",S000004826,B3LMA1,GO:0000350;GO:0000386;GO:0000398;GO:0000974;GO:0003677;GO:0005634;GO:0005681;GO:0005737;GO:0006397;GO:0008380;GO:0071006,BP;CC;MF,03040,PF00249;PF11831,IPR001005;IPR009057;IPR017930;IPR021786
YNR054C,44.51358258739578,1.5700346874049425,0.37771249542437224,4.1566924748967,3.2288815386385364e-5,1.5494214982144646e-4,ESF2,ESF2,Essential nucleolar protein involved in pre-18S rRNA processing; binds to RNA and stimulates ATPase activity of Dbp8; involved in assembly of the small subunit (SSU) processome,S000005337,A0A0L8VJ05,GO:0000447;GO:0000472;GO:0000480;GO:0001671;GO:0003676;GO:0003723;GO:0005730;GO:0005737;GO:0006364;GO:0034462;GO:0042254,BP;CC;MF,,,IPR012677
YDR296W,112.07565767810387,0.8656209562883879,0.20849491889186114,4.1517604404419775,3.29927521469669e-5,1.5819987077304176e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YJL174W,229.23206459976907,0.959732228433216,0.23122567151632079,4.150630084192336,3.3156126116534234e-5,1.5886262247793146e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YOL115W,99.58525166532776,1.105615458906557,0.2665387986176232,4.14804698093006,3.353235965969422e-5,1.6054348085744427e-4,PAP2,PAP2,"Non-canonical poly(A) polymerase; involved in nuclear RNA degradation as a component of TRAMP; catalyzes polyadenylation of hypomodified tRNAs, and snoRNA and rRNA precursors; required for mRNA surveillance and maintenance of genome integrity, serving as a link between RNA and DNA metabolism; overlapping but non-redundant functions with Trf5p; relocalizes to cytosol in response to hypoxia",S000005475,D6W1V2,GO:0000166;GO:0003729;GO:0005515;GO:0005524;GO:0005634;GO:0005730;GO:0005829;GO:0006284;GO:0006400;GO:0016740;GO:0016779;GO:0031123;GO:0031499;GO:0034458;GO:0034475;GO:0042138;GO:0043634;GO:0045910;GO:0046872;GO:0051301;GO:0051575;GO:0071031;GO:0071035;GO:0071036;GO:0071037;GO:0071038;GO:0071039;GO:0071040;GO:0071042;GO:0071044;GO:0071047;GO:0071051;GO:1990817,BP;CC;MF,03018,PF03828;PF22600,IPR002058;IPR002934
YMR212C,73.52636990421736,-0.9780450923360693,0.23581243936174742,-4.147555128912016,3.3604456858281436e-5,1.6076677656064187e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YLL041C,694.9493132790418,-0.789658098532056,0.19046974720183255,-4.145845259590173,3.385624219228981e-5,1.6184872781552624e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YDR407C,96.94298388244529,-1.0133987673000886,0.2446204464999313,-4.142739422644187,3.431817961308758e-5,1.6393290790971867e-4,TRS120,TRS120,"Component of transport protein particle (TRAPP) complex II; TRAPPII is a multimeric guanine nucleotide-exchange factor for the GTPase Ypt1p, regulating intra-Golgi and endosome-Golgi traffic",S000002815,A0A0L8VTZ5,GO:0005085;GO:0005769;GO:0005794;GO:0005802;GO:0005829;GO:0006891;GO:0034498;GO:1990071,BP;CC;MF,,PF08626,IPR013935
YGR132C,314.2381725900479,-0.6968608499635384,0.16825826511589398,-4.141614377656576,3.448698193630858e-5,1.6461473237172234e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YNL193W,126.6280108696655,0.8377930864399941,0.2025290710043414,4.136655949120683,3.5240388226494695e-5,1.6808387586881722e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YFR016C,633.1446397852956,1.7043039280465178,0.41215543566172974,4.135099966133406,3.548001559412768e-5,1.6909909319012549e-4,AIP5,AIP5,Protein that positively regulates actin assembly; forms a homodimer and interacts with G-actin; localization to the bud neck and bud tip requires Spa2p; YFR016C is not an essential gene,S000001912,D6VTP7,GO:0003674;GO:0005737;GO:0005933;GO:0005934;GO:0005935;GO:0032233,BP;CC;MF,,,IPR002109;IPR012336
YCR057C,46.36289601525907,-1.2383823428190603,0.2997538529577956,-4.1313308589678766,3.606690244885142e-5,1.7176658292948472e-4,PWP2,PWP2,"Conserved 90S pre-ribosomal component; essential for proper endonucleolytic cleavage of the 35 S rRNA precursor at A0, A1, and A2 sites; contains eight WD-repeats; PWP2 deletion leads to defects in cell cycle and bud morphogenesis",S000000653,A6ZTN4,GO:0000028;GO:0000447;GO:0000462;GO:0000472;GO:0000480;GO:0000920;GO:0003729;GO:0005730;GO:0005737;GO:0006364;GO:0030010;GO:0030686;GO:0032040;GO:0034388;GO:0042254;GO:1990904,BP;CC;MF,03008,PF00400;PF04003;PF12894,IPR001680;IPR007148;IPR011047;IPR015943;IPR017986;IPR019775;IPR020472;IPR027145
YER133W,499.63359909581357,0.8472585928475403,0.20520874343704906,4.1287645870091785,3.6471758170379475e-5,1.7356379264954513e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YPL203W,122.70761601351339,-1.0245910793344355,0.24826242772352364,-4.127048497549806,3.674489232812732e-5,1.7473192398503314e-4,TPK2,TPK2,"cAMP-dependent protein kinase catalytic subunit; promotes nutrient responsive growth via the Ras-cAMP signaling pathway; phosphorylates and inhibits histone demethylase Jhd2p in response to glucose, promoting H3K4 trimethylation and maintaining H3K14 acetylation by preventing chromatin binding of Rpd3p; required for Sfl1p-mediated pseudohyphal growth; partially redundant with Tpk1p and Tpk3p; localizes to P-bodies during stationary phase; relocalizes to the cytosol in response to hypoxia",S000006124,A0A0L8VFG6,GO:0000166;GO:0000785;GO:0000932;GO:0001403;GO:0004672;GO:0004674;GO:0004691;GO:0005524;GO:0005634;GO:0005829;GO:0005952;GO:0007189;GO:0007265;GO:0010607;GO:0016301;GO:0016740;GO:0070314;GO:0071333;GO:0106310;GO:2000766,BP;CC;MF,04113,PF00069,IPR000719;IPR000961;IPR008271;IPR011009;IPR017441
YER115C,32.74272210504525,1.6219275145035617,0.39363251253518916,4.120410440838694,3.781980583597049e-5,1.795729878602659e-4,SPR6,SPR6,"Protein of unknown function; expressed during sporulation; not required for sporulation, but gene exhibits genetic interactions with other genes required for sporulation",S000000917,B3LRN1,GO:0003674;GO:0005739;GO:0030435;GO:0030437;GO:0051321,BP;CC;MF,,,
YHR046C,39.09869119898314,-1.5657981178981883,0.3800043686257858,-4.1204739923401466,3.780937472768698e-5,1.795729878602659e-4,INM1,INM1,Inositol monophosphatase; involved in biosynthesis of inositol and in phosphoinositide second messenger signaling; INM1 expression increases in the presence of inositol and decreases upon exposure to antibipolar drugs lithium and valproate,S000001088,B3LSG5,GO:0005634;GO:0005737;GO:0005829;GO:0006020;GO:0006021;GO:0007165;GO:0008934;GO:0016787;GO:0046854;GO:0046872;GO:0052834;GO:0071545,BP;CC;MF,00562;01100;01110;04070,PF00459,IPR000760;IPR020550;IPR020583;IPR033942
YOR290C,288.5458824760868,1.0532488631873012,0.2557301422148377,4.118594914409705,3.8118956013226946e-5,1.808574058779325e-4,SNF2,SNF2,Catalytic subunit of the SWI/SNF chromatin remodeling complex; involved in transcriptional regulation; contains DNA-stimulated ATPase activity; functions interdependently in transcriptional activation with Snf5p and Snf6p,S000005816,D6W2Y8,GO:0000166;GO:0000182;GO:0000785;GO:0003677;GO:0003682;GO:0004386;GO:0005524;GO:0005634;GO:0006261;GO:0006302;GO:0006338;GO:0006355;GO:0016514;GO:0016787;GO:0031492;GO:0031496;GO:0031507;GO:0034198;GO:0035973;GO:0042148;GO:0042393;GO:0045815;GO:0045944;GO:0061629;GO:0140008;GO:0140015;GO:0140566;GO:0140658;GO:0140750;GO:1900189;GO:2000219,BP;CC;MF,,PF00176;PF00271;PF00439;PF08880;PF14619,IPR000330;IPR001487;IPR001650;IPR014001;IPR014012;IPR014978;IPR017956;IPR018359;IPR027417;IPR029295
YAL048C,32.92554164084635,-1.6347194334084285,0.3975459578137304,-4.112026298540241,3.92201609938655e-5,1.8592609218527235e-4,GEM1,GEM1,"Outer mitochondrial membrane GTPase, subunit of the ERMES complex; potential regulatory subunit of the ERMES complex that links the ER to mitochondria and may promote inter-organellar calcium and phospholipid exchange as well as coordinating mitochondrial DNA replication and growth; cells lacking Gem1p contain collapsed, globular, or grape-like mitochondria; ortholog of metazoan Miro GTPases",S000000046,A7A0B8,GO:0000001;GO:0000166;GO:0003924;GO:0005509;GO:0005525;GO:0005739;GO:0005741;GO:0007005;GO:0007264;GO:0010821;GO:0015886;GO:0016787;GO:0032865;GO:0044233;GO:0046872;GO:0055091;GO:1990456,BP;CC;MF,,PF00071;PF08355;PF08356,IPR001806;IPR002048;IPR011992;IPR013566;IPR013567;IPR020860;IPR021181;IPR027417
