gene_id,GENENAME,COMMON,DESCRIPTION,SGD,UNIPROT,GO,ONTOLOGY,PATH,PFAM,INTERPRO
YKR044W,UIP5,UIP5,Protein of unknown function that interacts with Ulp1p; a Ubl (ubiquitin-like protein)-specific protease for Smt3p protein conjugates,S000001752,B3LRC4,GO:0000139;GO:0000324;GO:0003674;GO:0005537;GO:0005635;GO:0005789;GO:0005793;GO:0006888;GO:0008150;GO:0016020;GO:0030134;GO:0031965,BP;CC;MF,,PF03388,IPR005052;IPR013320
YKR045C,NA,NA,Protein of unknown function; epitope-tagged protein localizes to the cytoplasm,S000001753,C8ZCL0,GO:0003674;GO:0005737;GO:0008150,BP;CC;MF,,,
YKR046C,PLN1,PLN1,"Perilipin, involved in formation and stability of lipid droplets; expression pattern suggests a role in respiratory growth; computational analysis of large-scale protein-protein interaction data suggests a role in ATP/ADP exchange",S000001754,A0A0L8VLS2,GO:0005811;GO:0009060;GO:0016020;GO:0034389;GO:0044877,BP;CC;MF,,PF17316,
YKR047W,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene NAP1",S000001755,NA,,,,,
YKR048C,NAP1,NAP1,"Histone chaperone and assembly chaperone for Rps6a/b; involved in histone exchange, replacing histone H2A-H2B dimers or histone variant dimers from assembled nucleosomes; promotes solubility of Rps6a, and 40S ribosomal subunit biogenesis; role in transport of H2A and H2B histones to the nucleus; regulates microtubule dynamics during mitosis; interacts with mitotic cyclin Clb2p; controls bud morphogenesis; phosphorylated by CK2; protein abundance increases in response to DNA replication stress",S000001756,A7A008,GO:0000785;GO:0003677;GO:0003682;GO:0005634;GO:0005737;GO:0005935;GO:0005940;GO:0006334;GO:0006337;GO:0006607;GO:0007117;GO:0008047;GO:0030332;GO:0031116;GO:0032153;GO:0032174;GO:0032968;GO:0042274;GO:0042393;GO:0051082;GO:0098841,BP;CC;MF,,PF00956,IPR002164
YKR049C,FMP46,FMP46,"Putative redox protein containing a thioredoxin fold; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies",S000001757,A0A0L8VLN6,GO:0003674;GO:0005739;GO:0016491;GO:0051051,BP;CC;MF,,PF07955,IPR012336;IPR012882
YKR050W,TRK2,TRK2,"Component of the Trk1p-Trk2p potassium transport system; contributes to K(+) supply and maintenance of plasma-membrane potential; TRK2 has a paralog, TRK1, that arose from the whole genome duplication",S000001758,D6VXB1,GO:0005886;GO:0006811;GO:0006812;GO:0006813;GO:0006874;GO:0008324;GO:0015079;GO:0016020;GO:0030007;GO:0042391;GO:0055085;GO:0071805;GO:0071944;GO:0140107;GO:1990573,BP;CC;MF,,PF02386,IPR003445;IPR004773;IPR015958
YKR051W,HFL1,HFL1,"Vacuole membrane protein that interacts with Atg8p; functions in the vacuolar membrane recruitment of Atg8p to facilitate the degradation of vacuolar integral membrane proteins during early-stationary vacuole turnover (EVT), a general degradation process for vacuolar integral membrane proteins when cells enter stationary phase; null mutant is defective in stationary phase-induced vacuolar microdomain formation; homolog of S. pombe hfl1; homolog of human TMEM184",S000001759,A7A011,GO:0003674;GO:0005774;GO:0005783;GO:0016020;GO:0022857;GO:0044395;GO:0055085,BP;CC;MF,,PF03619,IPR005178
YKR052C,MRS4,MRS4,"Iron transporter of the mitochondrial carrier family; mediates Fe2+ transport across the inner mitochondrial membrane; active under low-iron conditions; may transport other cations; protein abundance increases in response to DNA replication stress; MRS4 has a paralog, MRS3, that arose from the whole genome duplication",S000001760,A7A012,GO:0005381;GO:0005739;GO:0005743;GO:0006397;GO:0015093;GO:0031966;GO:0048250;GO:0055085,BP;CC;MF,,PF00153,IPR002067;IPR018108;IPR023395
YKR053C,YSR3,YSR3,"Dihydrosphingosine 1-phosphate phosphatase; membrane protein involved in sphingolipid metabolism; YSR3 has a paralog, LCB3, that arose from the whole genome duplication",S000001761,A7A013,GO:0005783;GO:0005789;GO:0005829;GO:0006629;GO:0006665;GO:0016787;GO:0030148;GO:0042392;GO:0046839;GO:0070780,BP;CC;MF,00600,PF01569,IPR000326
YKR054C,DYN1,DYN1,"Cytoplasmic heavy chain dynein; microtubule motor protein; member of the AAA+ protein family, required for anaphase spindle elongation; involved in spindle assembly, chromosome movement, and spindle orientation during cell division, targeted to microtubule tips by Pac1p; motility along microtubules inhibited by She1p",S000001762,C7GNL1,GO:0000070;GO:0000132;GO:0000166;GO:0000235;GO:0000741;GO:0005524;GO:0005816;GO:0005856;GO:0005868;GO:0005874;GO:0005881;GO:0005938;GO:0007018;GO:0007052;GO:0007097;GO:0008569;GO:0030286;GO:0030473;GO:0031122;GO:0040001;GO:0045505;GO:0051959;GO:1902850,BP;CC;MF,04145,PF03028;PF08385;PF08393;PF12774;PF12775;PF12777;PF12780;PF12781;PF18198;PF21499;PF22597,IPR003593;IPR004273;IPR011704;IPR013594;IPR013602;IPR024317;IPR024743;IPR026983;IPR027417
YKR055W,RHO4,RHO4,Non-essential small GTPase; member of the Rho/Rac subfamily of Ras-like proteins; likely to be involved in the establishment of cell polarity; has long N-terminal extension that plays an important role in Rho4p function and is shared with Rho4 homologs in other yeasts and filamentous fungi,S000001763,D6VXB6,GO:0000131;GO:0000166;GO:0003924;GO:0003925;GO:0005525;GO:0005783;GO:0005829;GO:0005886;GO:0005935;GO:0007015;GO:0007165;GO:0007264;GO:0016020;GO:0016787;GO:0019901;GO:0030011;GO:0032956;GO:0071944;GO:0090337;GO:0090338,BP;CC;MF,,PF00071,IPR001806;IPR005225;IPR027417
YKR056W,TRM2,TRM2,tRNA methyltransferase; 5-methylates the uridine residue at position 54 of tRNAs and may also have a role in tRNA stabilization or maturation; involved in the methylation of guanosine and uridine ribonucleosides in mRNA; endo-exonuclease with a role in DNA repair,S000001764,B5VMK5,GO:0000014;GO:0005575;GO:0006259;GO:0006396;GO:0006400;GO:0008033;GO:0008168;GO:0008173;GO:0008757;GO:0009451;GO:0016740;GO:0030697;GO:0032259;GO:0051908,BP;CC;MF,,PF01938;PF05958,IPR002792;IPR010280;IPR012340;IPR025795;IPR029063;IPR030390;IPR030391
YKR057W,RPS21A,RPS21A,"Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S21, no bacterial homolog; RPS21A has a paralog, RPS21B, that arose from the whole genome duplication",S000001765,A0A0L8VLR1,GO:0000447;GO:0000461;GO:0003735;GO:0005737;GO:0005840;GO:0006364;GO:0006412;GO:0022627;GO:1990904,BP;CC;MF,03010,PF01249,IPR001931;IPR018279
YKR058W,GLG1,GLG1,"Glycogenin glucosyltransferase; self-glucosylating initiator of glycogen synthesis, also glucosylates n-dodecyl-beta-D-maltoside; SWAT-GFP and mCherry fusion proteins localize to the cell periphery and vacuole respectively; similar to mammalian glycogenin; GLG1 has a paralog, GLG2, that arose from the whole genome duplication",S000001766,D6VXB9,GO:0005575;GO:0005737;GO:0005773;GO:0005829;GO:0005978;GO:0008466;GO:0016740;GO:0016757;GO:0046872,BP;CC;MF,,PF01501,IPR002495;IPR029044
YKR059W,TIF1,TIF1,"Translation initiation factor eIF4A; DEAD-box RNA helicase that couples ATPase activity to mRNA binding and unwinding; ATP hydrolysis accelerates the recruitment of mRNA during 48S preinitiation complex (PIC) assembly; ATPase activity stimulated by either eIF4G1 or by the PIC in an eIF3g and eIFGi subunit-dependent manner, independent of eIF4E and eIF4G; subunit of the mRNA cap-binding protein complex (eIF4F) with eIF4E and eIF4G; protein abundance increases in response to DNA replication stress",S000001767,A0A0L8VML0,GO:0000166;GO:0002183;GO:0003676;GO:0003723;GO:0003724;GO:0003743;GO:0004386;GO:0005524;GO:0005737;GO:0006412;GO:0006413;GO:0010467;GO:0010494;GO:0016787;GO:0016887,BP;CC;MF,03013,PF00270;PF00271,
YKR060W,UTP30,UTP30,Subunit of U3-containing 90S preribosome complex; complex is involved in production of 18S rRNA and assembly of small ribosomal subunit; Utp30p is peripherally associated with 90S preribosome and appears partially redundant with its paralog Cic1p,S000001768,B3LRD5,GO:0003674;GO:0003723;GO:0005634;GO:0005730;GO:0006364;GO:0030686;GO:0042254;GO:0042274;GO:1990904,BP;CC;MF,,PF00687,IPR016094;IPR023674;IPR028364
YKR061W,KTR2,KTR2,"Mannosyltransferase involved in N-linked protein glycosylation; member of the KRE2/MNT1 mannosyltransferase family; KTR2 has a paralog, YUR1, that arose from the whole genome duplication",S000001769,D6VXC2,GO:0000026;GO:0000030;GO:0000032;GO:0000139;GO:0005794;GO:0006486;GO:0006487;GO:0006493;GO:0016020;GO:0016740;GO:0016757;GO:0016758,BP;CC;MF,,PF01793,IPR002685;IPR029044
YKR062W,TFA2,TFA2,TFIIE small subunit; involved in RNA polymerase II transcription initiation,S000001770,A0A0L8VLQ6,GO:0000993;GO:0001097;GO:0003677;GO:0003697;GO:0005634;GO:0005673;GO:0006366;GO:0006367;GO:0016251;GO:0097550,BP;CC;MF,03022,PF02186;PF18121;PF22254,IPR003166
YKR063C,LAS1,LAS1,Endonuclease involved in pre-rRNA processing at both ends of ITS2; functions with Grc3p in a conserved mechanism to cleave pre-rRNA at a specific site during rRNA processing and ribosome biogenesis; may coordinate the action of the Rat1p-Rai1p exoRNAse; required for the G1/S cell cycle transition; human ortholog is Las1L; mutants require the SSD1-v allele for viability,S000001771,A0ABF7PIU9,GO:0000448;GO:0000460;GO:0000470;GO:0004519;GO:0005634;GO:0005730;GO:0005737;GO:0005739;GO:0006364;GO:0030687;GO:0090730,BP;CC;MF,,PF04031,IPR007174
YKR064W,OAF3,OAF3,"Putative transcriptional repressor with Zn(2)-Cys(6) finger; negatively regulates transcription in response to oleate levels, based on mutant phenotype and localization to oleate-responsive promoters; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; forms nuclear foci upon DNA replication stress",S000001772,B3LRD9,GO:0000122;GO:0000981;GO:0003677;GO:0005634;GO:0005737;GO:0005739;GO:0006355;GO:0008270;GO:0045944;GO:0046872;GO:0071400,BP;CC;MF,,PF00172,IPR001138
YKR065C,PAM17,PAM17,Constituent of the TIM23 complex; proposed alternatively to be a component of the import motor (PAM complex) or to interact with and modulate the core TIM23 (Translocase of the Inner mitochondrial Membrane) complex; protein abundance increases in response to DNA replication stress,S000001773,A7A025,GO:0001405;GO:0003674;GO:0005739;GO:0005743;GO:0015031;GO:0030150,BP;CC;MF,,PF08566,IPR013875
YKR066C,CCP1,CCP1,"Mitochondrial cytochrome-c peroxidase; degrades reactive oxygen species in mitochondria; acts as hydrogen peroxide sensor in mitochondria, involved in the response to oxidative stress",S000001774,C7GX73,GO:0000302;GO:0004130;GO:0004601;GO:0005739;GO:0005758;GO:0005759;GO:0006979;GO:0016491;GO:0020037;GO:0034599;GO:0042744;GO:0046872;GO:0098869,BP;CC;MF,,PF00141,IPR002016;IPR002207;IPR010255;IPR019793;IPR019794
YKR067W,GPT2,GPT2,Glycerol-3-phosphate/dihydroxyacetone phosphate sn-1 acyltransferase; located in lipid particles and the ER; involved in the stepwise acylation of glycerol-3-phosphate and dihydroxyacetone in lipid biosynthesis; the most conserved motifs and functionally relevant residues are oriented towards the ER lumen,S000001775,A7A027,GO:0004366;GO:0005737;GO:0005783;GO:0005789;GO:0005811;GO:0005829;GO:0006629;GO:0006644;GO:0006654;GO:0008654;GO:0016024;GO:0016287;GO:0016740;GO:0016746;GO:0019432;GO:0090207,BP;CC;MF,00561;00564;01100,,IPR002123
YKR068C,BET3,BET3,"Core component of transport protein particle (TRAPP) complexes I-III; TRAPP complexes are related multimeric guanine nucleotide-exchange factors for the GTPase Ypt1, regulating ER-Golgi traffic (TRAPPI), intra-Golgi traffic (TRAPPII), endosome-Golgi traffic (TRAPPII and III) and autophagy (TRAPPIII); hydrophilic homodimeric protein that acts in conjunction with SNARE proteins in targeting and fusion of ER to Golgi transport vesicles",S000001776,A0A0L8VLM0,GO:0000407;GO:0005085;GO:0005783;GO:0005794;GO:0005829;GO:0006888;GO:0006891;GO:0006914;GO:0006995;GO:0016192;GO:0016236;GO:0030008;GO:0032258;GO:0033106;GO:0048193;GO:1990070;GO:1990071;GO:1990072,BP;CC;MF,,PF04051,IPR007194;IPR016721;IPR024096
YKR069W,MET1,MET1,"S-adenosyl-L-methionine uroporphyrinogen III transmethylase; involved in the biosynthesis of siroheme, a prosthetic group used by sulfite reductase; required for sulfate assimilation and methionine biosynthesis",S000001777,D6VXD0,GO:0000103;GO:0004851;GO:0005634;GO:0005829;GO:0006779;GO:0006783;GO:0008168;GO:0008652;GO:0009086;GO:0016740;GO:0019354;GO:0032259,BP;CC;MF,00860;01100;01110,PF00590,IPR000878;IPR003043;IPR012066;IPR014776;IPR014777;IPR016040
YKR070W,NA,NA,"Protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies",S000001778,A0A0L8VLX8,GO:0003674;GO:0005739;GO:0008150;GO:0016787;GO:0046474,BP;CC;MF,,PF13242;PF13344,IPR006353;IPR006357;IPR023214
YKR071C,DRE2,DRE2,Component of the cytosolic Fe-S protein assembly (CIA) machinery; contains an Fe-S cluster that receives electrons from NADPH via the action of Tah18p in an early step in the CIA pathway; ortholog of human Ciapin1; protein abundance increases in response to DNA replication stress; inviability of the null mutant is functionally complemented by human CIAPIN1,S000001779,A7A031,GO:0005515;GO:0005737;GO:0005758;GO:0005829;GO:0009055;GO:0016226;GO:0045019;GO:0046872;GO:0051536;GO:0051537;GO:0051539;GO:1901299,BP;CC;MF,,PF05093;PF16803,IPR007785;IPR031838
YKR072C,SIS2,SIS2,"Negative regulatory subunit of protein phosphatase 1 (Ppz1p); involved in coenzyme A biosynthesis; subunit of the phosphopantothenoylcysteine decarboxylase (PPCDC: Cab3p, Sis2p, Vhs3p) complex and the CoA-Synthesizing Protein Complex (CoA-SPC: Cab2p, Cab3p, Cab4p, Cab5p, Sis2p and Vhs3p); dose-dependent regulator of replicative lifespan; SIS2 has a paralog, VHS3, that arose from the whole genome duplication",S000001780,C7GX68,GO:0000785;GO:0003824;GO:0004633;GO:0004864;GO:0004865;GO:0005634;GO:0005737;GO:0005829;GO:0007346;GO:0009651;GO:0010181;GO:0015937;GO:0071513;GO:1990143,BP;CC;MF,,PF02441,IPR003382;IPR011989
YKR073C,NA,NA,Putative protein of unknown function; conserved across S. cerevisiae strains,S000001781,A0A1S0T094,GO:0003674;GO:0005575;GO:0008150,BP;CC;MF,,,
YKR074W,AIM29,AIM29,"Zpr1p co-chaperone; recognizes eEF1A in GTP-bound, pre-hydrolysis conformation, dampens folding complex GTPase activity to drive client release from Zpr1p",S000001782,A7A033,GO:0003674;GO:0005737;GO:0008150,BP;CC;MF,,PF10209,IPR018794
YKR075C,NA,NA,"Protein of unknown function; similar to Reg1p; expression regulated by glucose and Rgt1p; GFP-fusion protein is induced in response to the DNA-damaging agent MMS; YKR075C has a paralog, YOR062C, that arose from the whole genome duplication",S000001783,D6VXD5,GO:0003674;GO:0005634;GO:0005737;GO:0005773;GO:0007039;GO:0008150;GO:0042149,BP;CC;MF,,,
YKR075W-A,NA,NA,"Dubious open reading frame unlikely to encode a protein; completely overlaps the uncharacterized gene YKR075C; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching",S000028669,NA,,,,,
YKR076W,ECM4,ECM4,"S-glutathionyl-(chloro)hydroquinone reductase (GS-HQR); glutathione transferase involved in cell-surface biosynthesis and architecture; catalyzes glutathione (GSH)-dependent reduction of GS-trichloro-p-hydroquinone to trichloro-p-hydroquinone; expression upregulated upon exposure to genotoxic agents, such as methyl methanesulfonate, cisplatin and bleomycin; not an essential gene; similar to YGR154C; green fluorescent protein (GFP)-fusion protein localizes to cytoplasm",S000001784,A0A0L8VLX5,GO:0004364;GO:0005737;GO:0006749;GO:0016491;GO:0016740;GO:0045174;GO:0071555;GO:0098869,BP;CC;MF,,PF13409;PF13410,IPR004045;IPR010987;IPR012336;IPR016639
YKR077W,MSA2,MSA2,"Putative transcriptional activator; interacts with G1-specific transcription factor MBF and G1-specific promoters; MSA2 has a paralog, MSA1, that arose from the whole genome duplication",S000001785,A7A036,GO:0000082;GO:0003674;GO:0005634;GO:0005737;GO:0006357,BP;CC;MF,,,
YKR078W,VPS501,VPS501,"Vacuolar SNX-BAR protein, regulates TORC1 signaling during autophagy induction; binds phosphatidylinositol-3-phosphate; vacuolar localization of Vps501p is dependent upon direct interaction with Iml1p and a unique lipid binding specificity that is also required for its function; VPS501 has paralog VPS5 that arose from the whole genome duplication",S000001786,B3LRF2,GO:0001786;GO:0005515;GO:0005737;GO:0005768;GO:0005774;GO:0005829;GO:0032266;GO:0035091;GO:0042147;GO:0045053;GO:1903432,BP;CC;MF,,,IPR001683;IPR015404
YKR079C,TRZ1,TRZ1,tRNA 3'-end processing endonuclease tRNase Z; also localized to mitochondria and interacts genetically with Rex2 exonuclease; homolog of the human candidate prostate cancer susceptibility gene ELAC2,S000001787,A7A038,GO:0004518;GO:0004519;GO:0005634;GO:0005737;GO:0005739;GO:0008033;GO:0008270;GO:0016787;GO:0042780;GO:0042781;GO:0046872;GO:1990180,BP;CC;MF,03013,PF13691,IPR001279;IPR027794
YKR080W,MTD1,MTD1,"NAD-dependent 5,10-methylenetetrahydrafolate dehydrogenase; plays a catalytic role in oxidation of cytoplasmic one-carbon units; expression is regulated by Bas1p and Bas2p, repressed by adenine, and may be induced by inositol and choline",S000001788,A0A0L8VLX0,GO:0004487;GO:0004488;GO:0005634;GO:0005737;GO:0005829;GO:0006164;GO:0006730;GO:0009113;GO:0009396;GO:0016491;GO:0035999;GO:0046417;GO:0046655,BP;CC;MF,00670;01100,PF00763;PF02882,IPR000672;IPR016040;IPR020630;IPR020631
YKR081C,RPF2,RPF2,Essential protein involved in rRNA maturation and ribosomal assembly; involved in the processing of pre-rRNA and the assembly of the 60S ribosomal subunit; interacts with ribosomal protein L11; localizes predominantly to the nucleolus; constituent of 66S pre-ribosomal particles,S000001789,A7A040,GO:0000027;GO:0000463;GO:0000466;GO:0000470;GO:0005730;GO:0006364;GO:0008097;GO:0008312;GO:0019843;GO:0030687;GO:0042254;GO:1902626,BP;CC;MF,,PF04427,IPR007109
YKR082W,NUP133,NUP133,"Subunit of Nup84p subcomplex of nuclear pore complex (NPC); contributes to nucleocytoplasmic transport, NPC biogenesis; is involved in establishment of a normal nucleocytoplasmic concentration gradient of GTPase Gsp1p; also plays roles in several processes that may require localization of genes or chromosomes at nuclear periphery, including double-strand break repair, transcription and chromatin silencing; relocalizes to cytosol in response to hypoxia; homolog of human NUP133",S000001790,D6VXE2,GO:0000122;GO:0000781;GO:0000972;GO:0000973;GO:0005634;GO:0005643;GO:0005829;GO:0006302;GO:0006409;GO:0006606;GO:0015031;GO:0016973;GO:0017056;GO:0030466;GO:0031080;GO:0031509;GO:0031965;GO:0031990;GO:0034398;GO:0034605;GO:0045893;GO:0045944;GO:0051028;GO:0051664,BP;CC;MF,03013,PF08801,IPR014908;IPR015943
YKR083C,DAD2,DAD2,Essential subunit of the Dam1 complex (aka DASH complex); complex couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; is transferred to the kinetochore prior to mitosis,S000001791,A7A042,GO:0000278;GO:0000776;GO:0005634;GO:0005694;GO:0005819;GO:0005874;GO:0007059;GO:0008017;GO:0008608;GO:0031116;GO:0042729;GO:0044732;GO:0051010;GO:0051301;GO:0051987;GO:0072686;GO:1990023,BP;CC;MF,,PF08654,IPR013963
YKR084C,HBS1,HBS1,"GTPase with similarity to translation release factors; together with binding partner Dom34p, facilitates ribosomal subunit dissociation and peptidyl-tRNA release when translation is stalled, particularly in 3' UTRs; genetically implicated in mRNA no-go decay; HBS1 has a paralog, SKI7, that arose from the whole genome duplication",S000001792,A7A043,GO:0000166;GO:0003746;GO:0003924;GO:0005525;GO:0005737;GO:0005829;GO:0006412;GO:0006414;GO:0006417;GO:0016787;GO:0032790;GO:0043022;GO:0045727;GO:0070651;GO:0070966;GO:1990533,BP;CC;MF,03015,PF00009;PF08938;PF22594,IPR000795;IPR004160;IPR009000;IPR009001;IPR015033;IPR027417;IPR031157
YKR085C,MRPL20,MRPL20,Mitochondrial ribosomal protein of the large subunit,S000001793,A7A044,GO:0003735;GO:0005739;GO:0005762;GO:0005840;GO:0032543;GO:1990904,BP;CC;MF,,PF12824,IPR024388
YKR086W,PRP16,PRP16,"DEAH-box RNA helicase; involved in the second catalytic step of splicing and in exon ligation; exhibits ATP-dependent RNA unwinding activity; mediates the release of Yju2p and Cwc25p in the second step; in the absence of ATP, stabilizes the binding of Cwc25p to the spliceosome in the first catalytic step; missense mutation in human ortholog DHX38 associated with early-onset retinitis pigmentosa",S000001794,A7A045,GO:0000166;GO:0000350;GO:0000378;GO:0000386;GO:0000398;GO:0003676;GO:0003723;GO:0003724;GO:0004386;GO:0005524;GO:0005634;GO:0005681;GO:0006397;GO:0008186;GO:0008380;GO:0016073;GO:0016787;GO:0016887;GO:0022613;GO:0034458;GO:0040031;GO:0071007;GO:0071826,BP;CC;MF,03040,PF00270;PF00271;PF04408;PF07717;PF21010,IPR001650;IPR002464;IPR007502;IPR011545;IPR011709;IPR014001;IPR027417
YKR087C,OMA1,OMA1,"Metalloendopeptidase of the mitochondrial inner membrane; important for adaptive responses to various homeostatic insults, preservation of normal mitochondrial function under damage-eliciting conditions, and stability of respiratory supercomplexes; involved in turnover of membrane-embedded proteins; mediates degradation of Cox1p in coa2 mutant cells; zebrafish ortholog has a role in organ development and mouse ortholog is also required for respiratory supercomplex stability",S000001795,A7A046,GO:0004222;GO:0005739;GO:0005743;GO:0006508;GO:0006515;GO:0008233;GO:0008237;GO:0008270;GO:0016787;GO:0031929;GO:0035694;GO:0046872;GO:0141164,BP;CC;MF,,PF01435,IPR001915
YKR088C,TVP38,TVP38,Integral membrane protein; localized to late Golgi vesicles along with the v-SNARE Tlg2p; required for asymmetric localization of Kar9p during mitosis; GFP-fusion protein localizes to the cytoplasm in a punctate pattern,S000001796,A0A0L8VLK0,GO:0000022;GO:0000139;GO:0003674;GO:0005737;GO:0016192,BP;CC;MF,,PF09335,IPR015414;IPR032816
YKR089C,TGL4,TGL4,"Multifunctional lipase/hydrolase/phospholipase; triacylglycerol lipase, steryl ester hydrolase, and Ca2+-independent phospholipase A2; catalyzes acyl-CoA dependent acylation of LPA to PA; required with Tgl3p for timely bud formation; phosphorylated and activated by Cdc28p; TGL4 has a paralog, TGL5, that arose from the whole genome duplication",S000001797,A7A048,GO:0004771;GO:0004806;GO:0005811;GO:0006629;GO:0006641;GO:0006642;GO:0006644;GO:0007114;GO:0016042;GO:0016787;GO:0019433;GO:0030435;GO:0042171;GO:0047499,BP;CC;MF,,PF01734;PF11815,IPR002641;IPR016035;IPR021771
YKR090W,PXL1,PXL1,"Protein that localizes to sites of polarized growth; required for selection and/or maintenance of polarized growth sites, may modulate signaling by the GTPases Cdc42p and Rho1p; contains LIM domains and has similarity to metazoan paxillin; relocalizes from bud neck to cytoplasm upon DNA replication stress",S000001798,A7A049,GO:0000131;GO:0005094;GO:0005737;GO:0005933;GO:0005934;GO:0005935;GO:0008270;GO:0030011;GO:0030427;GO:0030695;GO:0035023;GO:0043332;GO:0046872,BP;CC;MF,,PF00412,IPR001781
YKR091W,SRL3,SRL3,START transcriptional repressor; binds SBF (Swi4p-Swi6p) at SCB promoter elements in G1 to repress transcription; retains Cdc28-Cln3 at the ER and acts with Ydj1p to release Cln3p from the ER at critical size in a positive feedback loop to trigger START; unstable and degraded by SCF-Grr1 after hyperphosphorylation; contains a G1/S transcription factor binding (GTB) motif; binds SBF-regulated promoters in HU-treated cells; cell wall stress enhances repressor function; Cdc28p and Pho85p substrate,S000001799,D6VXF1,GO:0000082;GO:0000978;GO:0003712;GO:0005634;GO:0005737;GO:0006139;GO:0033309,BP;CC;MF,,,
YKR092C,SRP40,SRP40,Nucleolar serine-rich protein; role in preribosome assembly or transport; may function as a chaperone of small nucleolar ribonucleoprotein particles (snoRNPs); immunologically and structurally to rat Nopp140,S000001800,D6VXF2,GO:0003674;GO:0005654;GO:0005730;GO:0006913,BP;CC;MF,,PF05022,IPR007718
YKR093W,PTR2,PTR2,Integral membrane peptide transporter; mediates transport of di- and tri-peptides; conserved protein that contains 12 transmembrane domains; PTR2 expression is regulated by N-end rule pathway via repression by Cup9p; targeted to vacuole via AP-3 pathway,S000001801,A7A052,GO:0000324;GO:0005886;GO:0006857;GO:0015031;GO:0015833;GO:0016020;GO:0022857;GO:0042937;GO:0042938;GO:0042939;GO:0055085;GO:0071916;GO:0071944;GO:0140206;GO:1904680,BP;CC;MF,,PF00854,IPR000109;IPR018456;IPR020846
YKR094C,RPL40B,RPL40B,"Ubiquitin-ribosomal 60S subunit protein L40B fusion protein; cleaved to yield ubiquitin and ribosomal protein L40B; ubiquitin may facilitate assembly of the ribosomal protein into ribosomes; homologous to mammalian ribosomal protein L40, no bacterial homolog; RPL40B has a paralog, RPL40A, that arose from the whole genome duplication",S000001802,A0A0L8VLJ1,GO:0000027;GO:0000055;GO:0002181;GO:0003735;GO:0005634;GO:0005737;GO:0005739;GO:0005840;GO:0006412;GO:0008270;GO:0016567;GO:0019941;GO:0022625;GO:0022626;GO:0031386;GO:0042254;GO:1990904,BP;CC;MF,03010,PF00240;PF01020,
YKR095W,MLP1,MLP1,"Myosin-like protein associated with the nuclear envelope; nuclear basket protein that connects the nuclear pore complex (NPC) with the nuclear interior; involved with Tel1p in telomere length control; forms a coiled-coil parallel homodimer; recruitment and docking of Mlp1p filaments onto the NPC Y-complex involves Nup60p; involved along with Pml1p and Pml39p in nuclear retention of unspliced mRNAs; MLP1 has a paralog, MLP2, that arose from the whole genome duplication",S000001803,D6VXF5,GO:0003729;GO:0005634;GO:0005635;GO:0005643;GO:0005654;GO:0006281;GO:0006406;GO:0006606;GO:0006974;GO:0015031;GO:0016973;GO:0017056;GO:0034398;GO:0043021;GO:0044615;GO:0051028;GO:0071028;GO:0090204;GO:0140586;GO:1901925,BP;CC;MF,03013;04011,PF07926;PF25481,IPR001611;IPR012929
YKR095W-A,PCC1,PCC1,"Component of the EKC/KEOPS protein complex; EKC/KEOPS complex is required for t6A tRNA modification and telomeric TG1-3 recombination; may have role in transcription; other complex members are Kae1p, Gon7p, Bud32p, and Cgi121p; ortholog of human LAGE3",S000028512,A0A0L8VMF0,GO:0000408;GO:0000722;GO:0000781;GO:0000785;GO:0005634;GO:0008033;GO:0031490;GO:0045944;GO:0070525;GO:0071444,BP;CC;MF,,PF09341,IPR015419
YKR096W,ESL2,ESL2,"hEST1A/B (SMG5/6)-like protein; contributes to environment-sensing adaptive gene expression responses; Esl2p and Esl1p contain a 14-3-3-like domain and a putative PilT N-terminus ribonuclease domain; interacts with Pex14p; may interact with ribosomes, based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the nucleus and cytoplasm; ESL2 has a paralog, ESL1, that arose from the whole genome duplication",S000001804,D6VXF7,GO:0000184;GO:0003674;GO:0005634;GO:0005697;GO:0005737;GO:0005777;GO:0008150;GO:0042162;GO:0070034,BP;CC;MF,,PF13638,IPR002716;IPR011990;IPR029060
YKR097W,PCK1,PCK1,"Phosphoenolpyruvate carboxykinase; key enzyme in gluconeogenesis, catalyzes early reaction in carbohydrate biosynthesis, glucose represses transcription and accelerates mRNA degradation, regulated by Mcm1p and Cat8p, located in the cytosol",S000001805,A0A0L8VLJ0,GO:0000166;GO:0004611;GO:0004612;GO:0005524;GO:0005829;GO:0006094;GO:0016829;GO:0016831;GO:0017076,BP;CC;MF,00010;00020;00620;01100;01110,PF01293,IPR001272;IPR008210;IPR013035;IPR015994
